date,session_key,pressure,rainfall,track_temperature,wind_speed,meeting_key,wind_direction,air_temperature,humidity
2023-03-04T15:14:42.343000+00:00,7768,1017.5,0,28.7,0.6,1141,344,24.3,16.0
2023-03-04T15:15:42.342000+00:00,7768,1017.5,0,28.7,0.6,1141,352,24.2,16.0
2023-03-04T15:16:42.340000+00:00,7768,1017.5,0,28.7,0.4,1141,333,24.3,16.0
2023-03-04T15:17:42.339000+00:00,7768,1017.5,0,28.6,0.8,1141,130,24.3,16.0
2023-03-04T15:18:42.370000+00:00,7768,1017.5,0,28.7,0.3,1141,124,24.4,16.0
2023-03-04T15:19:42.368000+00:00,7768,1017.7,0,28.6,0.5,1141,0,24.4,16.0
2023-03-04T15:20:42.383000+00:00,7768,1017.7,0,28.6,0.4,1141,0,24.4,16.0
2023-03-04T15:21:42.382000+00:00,7768,1017.7,0,28.7,0.0,1141,41,24.4,15.0
2023-03-04T15:22:42.381000+00:00,7768,1017.5,0,28.7,0.0,1141,317,24.3,15.0
2023-03-04T15:23:42.380000+00:00,7768,1017.7,0,28.6,0.6,1141,94,24.2,15.0
2023-03-04T15:24:42.379000+00:00,7768,1017.5,0,28.6,0.5,1141,77,24.1,16.0
2023-03-04T15:25:42.378000+00:00,7768,1017.5,0,28.4,0.5,1141,13,24.1,15.0
2023-03-04T15:26:42.376000+00:00,7768,1017.7,0,28.4,0.8,1141,291,24.1,15.0
2023-03-04T15:27:42.375000+00:00,7768,1017.7,0,28.4,0.6,1141,0,24.0,16.0
2023-03-04T15:28:42.374000+00:00,7768,1017.7,0,28.3,0.4,1141,0,24.1,16.0
2023-03-04T15:29:42.373000+00:00,7768,1017.7,0,28.3,0.0,1141,184,24.2,16.0
2023-03-04T15:30:42.372000+00:00,7768,1017.7,0,28.3,0.3,1141,105,24.1,17.0
2023-03-04T15:31:42.387000+00:00,7768,1017.7,0,28.2,0.0,1141,0,24.0,17.0
2023-03-04T15:32:42.386000+00:00,7768,1017.7,0,28.2,0.5,1141,0,24.0,17.0
2023-03-04T15:33:42.400000+00:00,7768,1017.7,0,28.2,0.6,1141,339,24.0,17.0
2023-03-04T15:34:42.415000+00:00,7768,1017.7,0,28.1,0.6,1141,128,24.0,17.0
2023-03-04T15:35:42.429000+00:00,7768,1017.7,0,28.1,0.3,1141,320,24.0,18.0
2023-03-04T15:36:42.444000+00:00,7768,1017.7,0,28.0,0.5,1141,21,23.9,18.0
2023-03-04T15:37:42.458000+00:00,7768,1017.7,0,27.9,0.6,1141,323,23.9,19.0
2023-03-04T15:38:42.473000+00:00,7768,1017.7,0,27.9,0.6,1141,123,23.8,20.0
2023-03-04T15:39:42.487000+00:00,7768,1017.7,0,27.8,0.5,1141,342,23.8,20.0
2023-03-04T15:40:42.486000+00:00,7768,1017.7,0,27.8,0.0,1141,238,23.8,20.0
2023-03-04T15:41:42.470000+00:00,7768,1017.7,0,27.7,0.4,1141,0,23.9,20.0
2023-03-04T15:42:42.468000+00:00,7768,1017.9,0,27.7,0.0,1141,0,23.9,20.0
2023-03-04T15:43:42.467000+00:00,7768,1017.9,0,27.7,0.0,1141,180,23.8,20.0
2023-03-04T15:44:42.513000+00:00,7768,1017.9,0,27.7,0.4,1141,0,23.8,20.0
2023-03-04T15:45:42.731000+00:00,7768,1017.9,0,27.7,0.0,1141,268,23.7,21.0
2023-03-04T15:46:42.495000+00:00,7768,1017.7,0,27.6,0.8,1141,319,23.6,21.0
2023-03-04T15:47:42.510000+00:00,7768,1017.7,0,27.6,0.8,1141,310,23.6,21.0
2023-03-04T15:48:42.509000+00:00,7768,1017.7,0,27.5,0.6,1141,294,23.6,23.0
2023-03-04T15:49:42.539000+00:00,7768,1017.7,0,27.4,0.5,1141,90,23.6,24.0
2023-03-04T15:50:42.507000+00:00,7768,1017.7,0,27.4,0.5,1141,0,23.6,26.0
2023-03-04T15:51:42.506000+00:00,7768,1017.7,0,27.3,0.0,1141,0,23.6,26.0
2023-03-04T15:52:42.504000+00:00,7768,1017.7,0,27.3,0.0,1141,293,23.5,26.0
2023-03-04T15:53:42.503000+00:00,7768,1017.7,0,27.4,0.6,1141,323,23.5,27.0
2023-03-04T15:54:42.502000+00:00,7768,1017.7,0,27.3,0.8,1141,321,23.5,28.0
2023-03-04T15:55:42.501000+00:00,7768,1017.7,0,27.3,1.0,1141,358,23.4,28.0
2023-03-04T15:56:42.500000+00:00,7768,1017.7,0,27.3,0.8,1141,220,23.3,29.0
2023-03-04T15:57:42.499000+00:00,7768,1017.7,0,27.1,0.5,1141,310,23.3,29.0
2023-03-04T15:58:42.514000+00:00,7768,1017.7,0,27.1,0.8,1141,321,23.2,30.0
2023-03-04T15:59:42.497000+00:00,7768,1017.7,0,27.0,0.8,1141,322,23.2,30.0
2023-03-04T16:00:42.496000+00:00,7768,1017.7,0,26.9,1.3,1141,338,23.1,31.0
2023-03-04T16:01:42.510000+00:00,7768,1017.7,0,26.8,0.8,1141,334,23.1,31.0
2023-03-04T16:02:42.509000+00:00,7768,1017.7,0,26.8,0.8,1141,335,23.1,32.0
2023-03-04T16:03:42.508000+00:00,7768,1017.7,0,26.8,1.0,1141,343,23.1,32.0
2023-03-04T16:04:42.523000+00:00,7768,1017.7,0,26.8,1.0,1141,346,23.1,32.0
2023-03-04T16:05:42.584000+00:00,7768,1017.9,0,26.8,1.2,1141,319,23.1,33.0
2023-03-04T16:06:42.552000+00:00,7768,1017.7,0,26.8,1.1,1141,327,23.1,33.0
2023-03-04T16:07:42.551000+00:00,7768,1017.7,0,26.7,0.8,1141,331,23.1,33.0
2023-03-04T16:08:42.565000+00:00,7768,1017.9,0,26.6,0.8,1141,329,23.0,33.0
2023-03-04T16:09:42.595000+00:00,7768,1017.7,0,26.6,0.8,1141,293,23.1,33.0
2023-03-04T16:10:42.594000+00:00,7768,1017.7,0,26.7,0.6,1141,20,23.1,33.0
2023-03-04T16:11:42.609000+00:00,7768,1017.7,0,26.7,0.6,1141,0,23.1,33.0
2023-03-04T16:12:43.186000+00:00,7768,1017.7,0,26.7,0.6,1141,337,23.1,33.0
2023-03-04T16:13:42.622000+00:00,7768,1017.7,0,26.7,1.1,1141,313,23.1,33.0
2023-03-04T16:14:42.621000+00:00,7768,1017.7,0,26.7,1.1,1141,318,23.1,33.0
2023-03-04T16:15:42.636000+00:00,7768,1017.9,0,26.7,1.1,1141,0,23.1,33.0
2023-03-04T16:16:42.635000+00:00,7768,1017.9,0,26.7,0.4,1141,311,23.1,33.0
2023-03-04T16:17:42.634000+00:00,7768,1017.9,0,26.7,1.2,1141,318,23.1,33.0
2023-03-04T16:18:42.633000+00:00,7768,1017.9,0,26.7,1.0,1141,332,23.1,33.0
2023-03-04T16:19:42.631000+00:00,7768,1017.7,0,26.7,1.2,1141,335,23.1,34.0
2023-03-18T16:45:55.353000+00:00,7775,1010.2,0,32.4,2.0,1142,320,27.0,48.0
2023-03-18T16:46:55.383000+00:00,7775,1010.2,0,32.4,1.8,1142,328,27.0,48.0
2023-03-18T16:47:55.367000+00:00,7775,1010.2,0,32.4,1.6,1142,320,27.0,48.0
2023-03-18T16:48:55.366000+00:00,7775,1010.2,0,32.4,2.0,1142,303,27.0,48.0
2023-03-18T16:49:55.365000+00:00,7775,1010.2,0,32.4,1.8,1142,307,27.0,49.0
2023-03-18T16:50:55.365000+00:00,7775,1010.2,0,32.4,1.8,1142,327,27.0,48.0
2023-03-18T16:51:55.364000+00:00,7775,1010.2,0,32.3,1.7,1142,316,27.0,48.0
2023-03-18T16:52:55.363000+00:00,7775,1010.2,0,32.3,1.8,1142,312,27.0,49.0
2023-03-18T16:53:55.363000+00:00,7775,1010.2,0,32.3,2.0,1142,310,27.0,48.0
2023-03-18T16:54:55.362000+00:00,7775,1010.2,0,32.0,1.7,1142,319,26.9,49.0
2023-03-18T16:55:55.361000+00:00,7775,1010.2,0,32.2,2.4,1142,326,26.9,49.0
2023-03-18T16:56:55.361000+00:00,7775,1010.2,0,32.2,1.8,1142,331,26.9,49.0
2023-03-18T16:57:55.360000+00:00,7775,1010.2,0,32.0,2.0,1142,326,26.9,50.0
2023-03-18T16:58:55.359000+00:00,7775,1010.2,0,32.0,2.2,1142,309,26.9,49.0
2023-03-18T16:59:55.358000+00:00,7775,1010.2,0,32.3,1.8,1142,311,26.9,49.0
2023-03-18T17:00:55.358000+00:00,7775,1010.2,0,31.9,2.0,1142,322,26.9,49.0
2023-03-18T17:01:55.388000+00:00,7775,1010.2,0,31.9,2.7,1142,305,26.8,49.0
2023-03-18T17:02:55.356000+00:00,7775,1010.2,0,31.9,2.7,1142,319,26.8,50.0
2023-03-18T17:03:55.356000+00:00,7775,1010.2,0,32.1,2.0,1142,321,26.9,49.0
2023-03-18T17:04:55.371000+00:00,7775,1010.2,0,32.1,1.7,1142,320,27.0,49.0
2023-03-18T17:05:55.370000+00:00,7775,1010.2,0,32.1,1.3,1142,328,27.0,49.0
2023-03-18T17:06:55.369000+00:00,7775,1010.0,0,32.3,1.2,1142,312,27.1,49.0
2023-03-18T17:07:55.369000+00:00,7775,1010.2,0,32.3,1.8,1142,0,27.1,49.0
2023-03-18T17:08:55.368000+00:00,7775,1010.2,0,32.3,1.1,1142,110,27.2,48.0
2023-03-18T17:09:55.367000+00:00,7775,1010.2,0,32.4,1.1,1142,293,27.3,47.0
2023-03-18T17:10:55.366000+00:00,7775,1010.2,0,32.3,1.1,1142,316,27.3,45.0
2023-03-18T17:11:55.366000+00:00,7775,1010.4,0,32.3,0.8,1142,82,27.3,45.0
2023-03-18T17:12:55.349000+00:00,7775,1010.5,0,32.3,1.2,1142,288,27.4,44.0
2023-03-18T17:13:55.364000+00:00,7775,1010.4,0,32.1,1.3,1142,315,27.3,46.0
2023-03-18T17:14:55.379000+00:00,7775,1010.4,0,31.9,1.0,1142,292,27.2,46.0
2023-03-18T17:15:55.394000+00:00,7775,1010.4,0,31.9,1.3,1142,314,27.2,45.0
2023-03-18T17:16:55.394000+00:00,7775,1010.4,0,32.0,1.3,1142,74,27.3,44.0
2023-03-18T17:17:55.409000+00:00,7775,1010.5,0,32.2,0.8,1142,324,27.2,44.0
2023-03-18T17:18:55.408000+00:00,7775,1010.5,0,32.0,1.3,1142,293,27.3,43.0
2023-03-18T17:19:55.407000+00:00,7775,1010.4,0,32.0,1.1,1142,281,27.4,42.0
2023-03-18T17:20:55.422000+00:00,7775,1010.5,0,32.0,1.0,1142,294,27.4,41.0
2023-03-18T17:21:55.437000+00:00,7775,1010.7,0,31.9,0.8,1142,292,27.4,41.0
2023-03-18T17:22:55.452000+00:00,7775,1010.5,0,31.9,1.5,1142,303,27.4,41.0
2023-03-18T17:23:55.451000+00:00,7775,1010.5,0,31.8,1.2,1142,310,27.2,41.0
2023-03-18T17:24:55.451000+00:00,7775,1010.5,0,31.7,1.1,1142,1,27.1,41.0
2023-03-18T17:25:55.465000+00:00,7775,1010.5,0,31.4,1.0,1142,325,27.1,41.0
2023-03-18T17:26:55.465000+00:00,7775,1010.5,0,31.4,2.0,1142,323,27.0,41.0
2023-03-18T17:27:55.448000+00:00,7775,1010.5,0,31.4,1.7,1142,301,27.0,41.0
2023-03-18T17:28:55.479000+00:00,7775,1010.5,0,31.4,2.2,1142,326,27.0,41.0
2023-03-18T17:29:55.478000+00:00,7775,1010.5,0,31.5,2.2,1142,315,27.0,41.0
2023-03-18T17:30:55.478000+00:00,7775,1010.7,0,31.6,0.8,1142,82,27.1,41.0
2023-03-18T17:31:55.493000+00:00,7775,1010.7,0,31.6,1.2,1142,297,27.2,40.0
2023-03-18T17:32:55.523000+00:00,7775,1010.7,0,31.7,1.2,1142,320,27.3,41.0
2023-03-18T17:33:55.491000+00:00,7775,1010.7,0,31.6,1.1,1142,0,27.3,41.0
2023-03-18T17:34:55.490000+00:00,7775,1010.7,0,31.5,0.6,1142,329,27.2,41.0
2023-03-18T17:35:55.490000+00:00,7775,1010.5,0,31.3,1.2,1142,346,27.2,41.0
2023-03-18T17:36:55.489000+00:00,7775,1010.5,0,31.3,1.1,1142,292,27.1,41.0
2023-03-18T17:37:55.488000+00:00,7775,1010.5,0,31.2,1.8,1142,0,27.1,41.0
2023-03-18T17:38:55.488000+00:00,7775,1010.7,0,31.3,1.1,1142,83,27.1,41.0
2023-03-18T17:39:55.487000+00:00,7775,1010.7,0,31.5,0.8,1142,316,27.1,41.0
2023-03-18T17:40:55.502000+00:00,7775,1010.7,0,31.5,1.5,1142,62,27.1,41.0
2023-03-18T17:41:55.517000+00:00,7775,1010.7,0,31.5,0.8,1142,321,27.1,42.0
2023-03-18T17:42:55.532000+00:00,7775,1010.5,0,31.3,1.5,1142,320,27.1,42.0
2023-03-18T17:43:55.531000+00:00,7775,1010.7,0,31.2,1.8,1142,303,27.1,43.0
2023-03-18T17:44:55.530000+00:00,7775,1010.7,0,31.2,1.8,1142,328,27.1,43.0
2023-03-18T17:45:55.530000+00:00,7775,1010.7,0,31.1,1.6,1142,318,27.0,43.0
2023-03-18T17:46:55.545000+00:00,7775,1010.7,0,31.1,1.6,1142,322,27.0,43.0
2023-03-18T17:47:55.560000+00:00,7775,1010.7,0,31.1,1.2,1142,335,26.8,43.0
2023-03-18T17:48:55.575000+00:00,7775,1010.9,0,31.1,1.7,1142,288,26.8,43.0
2023-03-18T17:49:55.590000+00:00,7775,1010.7,0,31.1,2.2,1142,316,26.8,44.0
2023-03-18T17:50:55.573000+00:00,7775,1010.7,0,31.0,2.4,1142,330,26.7,44.0
2023-03-18T17:51:55.588000+00:00,7775,1010.7,0,30.8,2.5,1142,316,26.6,44.0
2023-03-18T17:52:55.588000+00:00,7775,1010.7,0,30.8,2.0,1142,281,26.8,45.0
2023-03-18T17:53:55.571000+00:00,7775,1010.7,0,30.9,1.7,1142,295,26.8,45.0
2023-03-18T17:54:55.586000+00:00,7775,1010.7,0,30.9,1.6,1142,330,26.8,44.0
2023-03-18T17:55:55.585000+00:00,7775,1010.7,0,31.1,1.2,1142,310,26.8,45.0
2023-03-18T17:56:55.600000+00:00,7775,1010.9,0,31.1,2.0,1142,325,26.8,45.0
2023-03-18T17:57:55.615000+00:00,7775,1010.7,0,30.8,2.2,1142,314,26.7,45.0
2023-03-18T17:58:55.615000+00:00,7775,1010.7,0,30.8,2.0,1142,293,26.7,45.0
2023-03-18T17:59:55.614000+00:00,7775,1010.7,0,30.8,1.2,1142,320,26.7,45.0
2023-03-18T18:00:55.629000+00:00,7775,1010.7,0,30.9,2.0,1142,315,26.7,45.0
2023-03-18T18:01:55.644000+00:00,7775,1010.7,0,31.0,1.3,1142,78,26.8,45.0
2023-03-18T18:02:55.659000+00:00,7775,1010.7,0,31.0,0.8,1142,290,26.8,45.0
2023-03-18T18:03:55.658000+00:00,7775,1010.7,0,31.0,0.6,1142,300,26.8,45.0
2023-03-18T18:04:55.657000+00:00,7775,1010.9,0,30.9,1.8,1142,302,26.8,45.0
2023-04-01T04:45:46.252000+00:00,7783,1019.0,1,20.9,0.8,1143,0,14.5,65.0
2023-04-01T04:46:46.251000+00:00,7783,1019.0,1,20.4,1.2,1143,122,14.4,66.0
2023-04-01T04:47:46.251000+00:00,7783,1019.0,1,20.3,1.2,1143,295,14.4,66.0
2023-04-01T04:48:46.250000+00:00,7783,1019.0,1,20.3,0.8,1143,346,14.4,66.0
2023-04-01T04:49:46.249000+00:00,7783,1019.2,0,20.5,1.5,1143,151,14.3,65.0
2023-04-01T04:50:46.248000+00:00,7783,1019.0,0,20.6,2.0,1143,141,14.3,63.0
2023-04-01T04:51:46.248000+00:00,7783,1019.0,0,20.6,2.0,1143,143,14.4,62.0
2023-04-01T04:52:46.247000+00:00,7783,1019.0,0,20.7,1.2,1143,144,14.4,61.0
2023-04-01T04:53:46.246000+00:00,7783,1019.0,0,20.8,1.8,1143,144,14.5,61.0
2023-04-01T04:54:46.261000+00:00,7783,1019.0,0,21.0,1.8,1143,142,14.5,60.0
2023-04-01T04:55:46.261000+00:00,7783,1019.0,0,21.0,1.6,1143,139,14.6,59.0
2023-04-01T04:56:46.260000+00:00,7783,1019.0,0,21.2,1.5,1143,144,14.6,59.0
2023-04-01T04:57:46.259000+00:00,7783,1019.0,0,21.2,1.7,1143,12,14.6,59.0
2023-04-01T04:58:46.259000+00:00,7783,1019.0,0,21.2,1.1,1143,156,14.7,59.0
2023-04-01T04:59:46.258000+00:00,7783,1019.0,0,21.3,1.7,1143,147,14.7,59.0
2023-04-01T05:00:46.273000+00:00,7783,1018.9,0,21.6,1.2,1143,168,14.8,60.0
2023-04-01T05:01:46.288000+00:00,7783,1018.9,0,21.7,2.9,1143,145,14.8,57.0
2023-04-01T05:02:46.303000+00:00,7783,1019.0,0,21.8,1.1,1143,150,14.8,57.0
2023-04-01T05:03:46.302000+00:00,7783,1018.9,0,21.9,1.0,1143,133,14.8,57.0
2023-04-01T05:04:46.301000+00:00,7783,1019.0,0,22.1,1.1,1143,113,14.9,55.0
2023-04-01T05:05:46.301000+00:00,7783,1018.9,0,22.2,1.1,1143,352,14.9,55.0
2023-04-01T05:06:46.300000+00:00,7783,1019.0,0,22.3,0.4,1143,130,14.9,54.0
2023-04-01T05:07:46.299000+00:00,7783,1019.0,0,22.3,1.7,1143,113,14.9,53.0
2023-04-01T05:08:46.299000+00:00,7783,1019.0,0,22.4,1.7,1143,0,14.9,54.0
2023-04-01T05:09:46.298000+00:00,7783,1019.0,0,22.5,1.7,1143,22,15.0,53.0
2023-04-01T05:10:46.297000+00:00,7783,1018.7,0,22.5,1.2,1143,137,15.0,53.0
2023-04-01T05:11:46.296000+00:00,7783,1019.0,0,22.5,1.7,1143,130,15.0,53.0
2023-04-01T05:12:46.311000+00:00,7783,1018.7,0,22.6,2.0,1143,165,15.0,53.0
2023-04-01T05:13:46.326000+00:00,7783,1018.7,0,22.7,0.6,1143,151,15.1,53.0
2023-04-01T05:14:46.341000+00:00,7783,1018.7,0,22.9,1.7,1143,156,15.1,52.0
2023-04-01T05:15:46.341000+00:00,7783,1019.0,0,22.9,1.2,1143,135,15.2,52.0
2023-04-01T05:16:46.356000+00:00,7783,1018.9,0,23.0,1.1,1143,107,15.2,53.0
2023-04-01T05:17:46.355000+00:00,7783,1018.9,0,23.1,1.1,1143,128,15.3,52.0
2023-04-01T05:18:46.370000+00:00,7783,1018.7,0,23.2,1.0,1143,49,15.3,51.0
2023-04-01T05:19:46.432000+00:00,7783,1018.7,0,23.5,0.6,1143,177,15.4,50.0
2023-04-01T05:20:46.368000+00:00,7783,1018.9,0,23.6,2.0,1143,150,15.4,49.0
2023-04-01T05:21:46.368000+00:00,7783,1018.9,0,23.7,1.1,1143,142,15.4,49.0
2023-04-01T05:22:46.367000+00:00,7783,1018.7,0,23.7,1.5,1143,156,15.5,48.0
2023-04-01T05:23:46.382000+00:00,7783,1018.7,0,23.5,1.2,1143,113,15.5,47.0
2023-04-01T05:24:46.381000+00:00,7783,1018.9,0,23.9,0.8,1143,115,15.6,47.0
2023-04-01T05:25:46.365000+00:00,7783,1018.9,0,23.9,1.2,1143,27,15.7,47.0
2023-04-01T05:26:46.380000+00:00,7783,1018.7,0,24.3,0.8,1143,146,15.7,46.0
2023-04-01T05:27:46.379000+00:00,7783,1018.7,0,24.2,1.3,1143,152,15.6,47.0
2023-04-01T05:28:46.378000+00:00,7783,1018.9,0,24.0,2.4,1143,187,15.7,47.0
2023-04-01T05:29:46.378000+00:00,7783,1018.9,0,24.0,1.2,1143,99,15.8,47.0
2023-04-01T05:30:46.377000+00:00,7783,1018.7,0,23.9,1.2,1143,0,15.8,47.0
2023-04-01T05:31:46.376000+00:00,7783,1018.9,0,23.9,1.5,1143,101,15.7,47.0
2023-04-01T05:32:46.376000+00:00,7783,1018.7,0,23.9,0.6,1143,24,15.7,48.0
2023-04-01T05:33:46.391000+00:00,7783,1018.9,0,23.7,0.6,1143,151,15.6,50.0
2023-04-01T05:34:46.374000+00:00,7783,1018.9,0,23.7,1.7,1143,156,15.6,50.0
2023-04-01T05:35:46.374000+00:00,7783,1019.0,0,23.7,2.0,1143,0,15.5,49.0
2023-04-01T05:36:46.420000+00:00,7783,1018.9,0,23.7,1.2,1143,124,15.5,50.0
2023-04-01T05:37:46.404000+00:00,7783,1018.9,0,23.7,1.2,1143,156,15.6,51.0
2023-04-01T05:38:46.419000+00:00,7783,1018.9,0,23.7,1.0,1143,160,15.7,51.0
2023-04-01T05:39:46.433000+00:00,7783,1018.9,0,23.7,1.0,1143,0,15.6,52.0
2023-04-01T05:40:46.417000+00:00,7783,1018.9,0,23.9,0.8,1143,146,15.6,51.0
2023-04-01T05:41:46.417000+00:00,7783,1019.0,0,24.0,1.8,1143,158,15.7,51.0
2023-04-01T05:42:46.416000+00:00,7783,1018.7,0,24.0,1.2,1143,156,15.6,52.0
2023-04-01T05:43:46.415000+00:00,7783,1019.0,0,24.2,1.3,1143,130,15.7,52.0
2023-04-01T05:44:46.430000+00:00,7783,1019.0,0,24.0,1.7,1143,154,15.6,52.0
2023-04-01T05:45:46.414000+00:00,7783,1019.0,0,24.0,1.6,1143,143,15.6,53.0
2023-04-01T05:46:46.413000+00:00,7783,1018.9,0,24.0,1.5,1143,129,15.6,52.0
2023-04-01T05:47:46.428000+00:00,7783,1018.9,0,23.9,1.1,1143,146,15.6,50.0
2023-04-01T05:48:46.427000+00:00,7783,1018.9,0,23.9,2.7,1143,142,15.6,50.0
2023-04-01T05:49:46.427000+00:00,7783,1019.0,0,23.9,0.8,1143,35,15.6,51.0
2023-04-01T05:50:46.457000+00:00,7783,1018.9,0,23.8,1.0,1143,59,15.6,51.0
2023-04-01T05:51:46.472000+00:00,7783,1018.9,0,23.8,0.8,1143,115,15.6,51.0
2023-04-01T05:52:46.487000+00:00,7783,1019.0,0,23.8,1.0,1143,41,15.6,52.0
2023-04-01T05:53:46.502000+00:00,7783,1018.9,0,23.8,1.1,1143,135,15.6,52.0
2023-04-01T05:54:46.501000+00:00,7783,1018.9,0,23.6,1.6,1143,164,15.5,52.0
2023-04-01T05:55:46.501000+00:00,7783,1019.0,0,23.6,1.7,1143,186,15.5,52.0
2023-04-01T05:56:46.500000+00:00,7783,1019.0,0,23.3,1.3,1143,80,15.4,52.0
2023-04-01T05:57:46.499000+00:00,7783,1019.0,0,23.3,1.6,1143,143,15.4,52.0
2023-04-01T05:58:46.499000+00:00,7783,1019.0,0,23.3,0.6,1143,40,15.3,51.0
2023-04-01T05:59:46.498000+00:00,7783,1018.9,0,23.3,1.8,1143,111,15.4,50.0
2023-04-01T06:00:46.513000+00:00,7783,1018.9,0,23.2,1.1,1143,144,15.4,50.0
2023-04-01T06:01:46.497000+00:00,7783,1019.0,0,23.1,2.2,1143,138,15.4,51.0
2023-04-01T06:02:46.496000+00:00,7783,1018.9,0,22.9,1.7,1143,106,15.3,52.0
2023-04-01T06:03:46.495000+00:00,7783,1018.7,0,22.9,0.6,1143,73,15.4,51.0
2023-04-01T06:04:46.494000+00:00,7783,1019.0,0,22.8,0.8,1143,134,15.4,51.0
2023-04-01T06:05:46.494000+00:00,7783,1019.0,0,22.6,1.2,1143,135,15.3,52.0
2023-04-01T06:06:46.509000+00:00,7783,1019.0,0,22.5,1.1,1143,143,15.3,52.0
2023-04-01T06:07:46.508000+00:00,7783,1019.0,0,22.5,0.6,1143,136,15.3,52.0
2023-04-01T06:08:46.507000+00:00,7783,1019.0,0,22.4,1.1,1143,156,15.3,53.0
2023-04-01T06:09:46.491000+00:00,7783,1019.0,0,22.3,1.2,1143,0,15.3,53.0
2023-04-01T06:10:46.506000+00:00,7783,1019.0,0,22.2,1.7,1143,149,15.2,53.0
2023-04-01T06:11:46.505000+00:00,7783,1019.0,0,22.1,1.7,1143,126,15.2,54.0
2023-04-01T06:12:46.505000+00:00,7783,1019.0,0,21.8,1.2,1143,136,15.2,54.0
2023-04-01T06:13:46.504000+00:00,7783,1019.0,0,21.7,1.7,1143,321,15.1,54.0
2023-04-01T06:14:46.503000+00:00,7783,1019.0,0,21.6,1.3,1143,149,15.1,55.0
2023-04-01T06:15:46.518000+00:00,7783,1019.2,0,21.6,1.2,1143,109,14.9,55.0
2023-04-01T06:16:46.517000+00:00,7783,1019.0,0,21.6,0.8,1143,170,14.9,56.0
2023-04-01T06:17:46.517000+00:00,7783,1019.0,0,21.5,1.1,1143,165,14.9,57.0
2023-04-01T06:18:46.516000+00:00,7783,1019.0,0,21.5,1.1,1143,134,14.8,56.0
2023-04-01T06:19:46.515000+00:00,7783,1019.2,0,21.4,1.7,1143,0,14.8,57.0
2023-04-28T12:46:02.140000+00:00,9064,1011.7,0,39.7,0.8,1207,290,20.0,76.0
2023-04-28T12:47:02.155000+00:00,9064,1011.7,0,39.7,1.6,1207,318,20.0,76.0
